AuditID,BusinessSegment,AuditDate,Product,RiskScore,OperatingEffectiveness,AuditResult,RiskRating
270,Wealth Management,2023-01-12 05:00:00,Investment,29.166257870930323,75.61818887728953,Pass,Medium Risk
271,Corporate,2023-01-12 06:00:00,Investment,69.49818861265426,55.21124014041738,Pass,High Risk
272,Investment Banking,2023-01-12 07:00:00,Investment,86.01223971892045,69.22556638224063,Pass,Medium Risk
273,Investment Banking,2023-01-12 08:00:00,Insurance,77.98509888933498,74.38335343106323,Pass,Medium Risk
274,Investment Banking,2023-01-12 09:00:00,Insurance,3.9618825348357145,82.61121297727362,Pass,Low Risk
275,Retail,2023-01-12 10:00:00,Insurance,48.0506947257829,97.52655262931017,Fail,Low Risk
276,Investment Banking,2023-01-12 11:00:00,Mortgage,10.493017841817487,80.03255332741779,Fail,Low Risk
277,Retail,2023-01-12 12:00:00,Loan,24.204501586252746,87.17969580882799,Fail,Low Risk
278,Corporate,2023-01-12 13:00:00,Insurance,98.66625932671465,75.31330297476013,Pass,Medium Risk
279,Retail,2023-01-12 14:00:00,Loan,14.249554290151323,81.70520156881656,Pass,Low Risk
280,Corporate,2023-01-12 15:00:00,Mortgage,49.888815345135605,53.54661080668867,Fail,High Risk
281,Investment Banking,2023-01-12 16:00:00,Investment,61.81557343181191,62.71957904209235,Pass,Medium Risk
282,Investment Banking,2023-01-12 17:00:00,Insurance,70.2464970544104,68.09265466025693,Pass,Medium Risk
283,Corporate,2023-01-12 18:00:00,Loan,55.96486834869141,73.62466775032567,Fail,Medium Risk
284,Wealth Management,2023-01-12 19:00:00,Loan,0.9770847419183659,52.282437275119186,Fail,High Risk
285,Corporate,2023-01-12 20:00:00,Insurance,32.64613082439919,57.001204877665884,Pass,High Risk
286,Wealth Management,2023-01-12 21:00:00,Investment,51.771164338471145,63.84071538956529,Pass,Medium Risk
287,Retail,2023-01-12 22:00:00,Investment,8.786649914483336,98.57663454505254,Pass,Low Risk
288,Retail,2023-01-12 23:00:00,Investment,35.06269312091808,66.56735035515254,Fail,Medium Risk
289,Retail,2023-01-13 00:00:00,Mortgage,3.3203108791366565,74.10205290560413,Fail,Medium Risk
290,Investment Banking,2023-01-13 01:00:00,Loan,7.857849715502074,59.80488563691965,Pass,High Risk
291,Retail,2023-01-13 02:00:00,Loan,39.69232762015961,80.5390035537884,Pass,Low Risk
292,Wealth Management,2023-01-13 03:00:00,Loan,13.271575404306034,64.03416077579871,Fail,Medium Risk
293,Retail,2023-01-13 04:00:00,Mortgage,56.75408482615582,60.34962892192134,Pass,Medium Risk
294,Corporate,2023-01-13 05:00:00,Loan,68.94649691372658,75.82863142229895,Pass,Medium Risk
295,Corporate,2023-01-13 06:00:00,Mortgage,80.05866991090829,50.27528995802104,Fail,High Risk
296,Investment Banking,2023-01-13 07:00:00,Investment,20.01502442448101,50.383201632461265,Pass,High Risk
297,Corporate,2023-01-13 08:00:00,Insurance,16.748258225906977,60.95344045509289,Pass,Medium Risk
298,Wealth Management,2023-01-13 09:00:00,Loan,10.456784033440025,51.83606812504106,Pass,High Risk
299,Retail,2023-01-13 10:00:00,Loan,63.64302495436367,55.40128770653457,Pass,High Risk
300,Investment Banking,2023-01-13 11:00:00,Investment,70.64757264869012,66.94303246693758,Fail,Medium Risk
301,Retail,2023-01-13 12:00:00,Insurance,3.1586144825642037,90.12928397899064,Pass,Low Risk
302,Retail,2023-01-13 13:00:00,Mortgage,93.62122462436898,78.60243216846504,Fail,Medium Risk
303,Wealth Management,2023-01-13 14:00:00,Insurance,5.1971283651472415,75.63338629782082,Pass,Medium Risk
304,Corporate,2023-01-13 15:00:00,Investment,54.12963353010704,64.67444116040608,Pass,Medium Risk
305,Corporate,2023-01-13 16:00:00,Investment,70.90605194509165,96.58768597164081,Pass,Low Risk
306,Retail,2023-01-13 17:00:00,Insurance,87.09691237460856,69.85075206185958,Pass,Medium Risk
307,Investment Banking,2023-01-13 18:00:00,Mortgage,71.40869321324278,54.35463833978857,Pass,High Risk
308,Corporate,2023-01-13 19:00:00,Mortgage,80.17280830697918,80.85332580589007,Pass,Low Risk
309,Investment Banking,2023-01-13 20:00:00,Loan,33.94501925428061,55.69191967383007,Pass,High Risk
310,Corporate,2023-01-13 21:00:00,Mortgage,81.48251137465122,67.2611571400846,Pass,Medium Risk
311,Investment Banking,2023-01-13 22:00:00,Insurance,8.011484638467515,75.37059693589045,Pass,Medium Risk
312,Wealth Management,2023-01-13 23:00:00,Investment,89.48166560605276,93.71112623425878,Pass,Low Risk
313,Investment Banking,2023-01-14 00:00:00,Loan,54.75923761537362,74.67732901700593,Pass,Medium Risk
314,Wealth Management,2023-01-14 01:00:00,Loan,81.72977699624937,85.11293830158321,Pass,Low Risk
315,Wealth Management,2023-01-14 02:00:00,Investment,45.23182845183001,99.64084194995351,Pass,Low Risk
316,Investment Banking,2023-01-14 03:00:00,Mortgage,64.35776951965249,56.57445599489908,Pass,High Risk
317,Wealth Management,2023-01-14 04:00:00,Investment,52.640266093611324,63.73657627597598,Pass,Medium Risk
318,Retail,2023-01-14 05:00:00,Mortgage,73.15895217553319,69.72880377988233,Pass,Medium Risk
319,Wealth Management,2023-01-14 06:00:00,Investment,8.162998203058958,71.09140892694157,Fail,Medium Risk
320,Corporate,2023-01-14 07:00:00,Insurance,6.03520839905638,70.55105376327728,Fail,Medium Risk
321,Investment Banking,2023-01-14 08:00:00,Mortgage,24.710323401014644,95.38055012782775,Pass,Low Risk
322,Retail,2023-01-14 09:00:00,Insurance,15.954468011318834,85.70163222334281,Pass,Low Risk
323,Investment Banking,2023-01-14 10:00:00,Loan,87.17835665922017,80.39526070453519,Fail,Low Risk
324,Corporate,2023-01-14 11:00:00,Investment,21.92139873580443,65.46863589313911,Pass,Medium Risk
325,Corporate,2023-01-14 12:00:00,Loan,97.58652558191314,91.18951921106473,Fail,Low Risk
326,Corporate,2023-01-14 13:00:00,Loan,33.68957917711069,97.75302557424945,Fail,Low Risk
327,Wealth Management,2023-01-14 14:00:00,Loan,18.211791568869927,91.05991412751132,Fail,Low Risk
328,Wealth Management,2023-01-14 15:00:00,Loan,78.96985071424791,50.078255259573645,Pass,High Risk
329,Investment Banking,2023-01-14 16:00:00,Investment,65.87077755008761,81.82006850917035,Pass,Low Risk
330,Investment Banking,2023-01-14 17:00:00,Loan,49.8195716453139,52.556769072105034,Pass,High Risk
331,Retail,2023-01-14 18:00:00,Investment,55.53635509376312,62.880361016686095,Pass,Medium Risk
332,Retail,2023-01-14 19:00:00,Investment,71.92017782722638,52.97623501738858,Pass,High Risk
333,Investment Banking,2023-01-14 20:00:00,Insurance,22.845474133129873,80.18977264746938,Pass,Low Risk
334,Wealth Management,2023-01-14 21:00:00,Mortgage,99.63339160567419,84.32949567463034,Pass,Low Risk
335,Corporate,2023-01-14 22:00:00,Mortgage,97.4793162146783,55.72438190329525,Fail,High Risk
336,Investment Banking,2023-01-14 23:00:00,Investment,65.03256863469369,69.19194415224898,Pass,Medium Risk
337,Retail,2023-01-15 00:00:00,Insurance,19.954245092914512,72.8118254477771,Fail,Medium Risk
338,Wealth Management,2023-01-15 01:00:00,Investment,68.02282424312914,68.45265108804583,Fail,Medium Risk
339,Investment Banking,2023-01-15 02:00:00,Investment,7.219840897917584,56.05125002425965,Pass,High Risk
340,Investment Banking,2023-01-15 03:00:00,Investment,3.0652502205806065,70.94738950937378,Pass,Medium Risk
341,Wealth Management,2023-01-15 04:00:00,Insurance,25.76828885112137,87.55890239042091,Fail,Low Risk
342,Investment Banking,2023-01-15 05:00:00,Mortgage,46.26229567393163,53.550383226662774,Pass,High Risk
343,Wealth Management,2023-01-15 06:00:00,Insurance,86.82725054083805,54.00900070409517,Pass,High Risk
344,Corporate,2023-01-15 07:00:00,Loan,72.7169069766308,67.73856459179922,Pass,Medium Risk
345,Wealth Management,2023-01-15 08:00:00,Insurance,74.2706521199981,97.08628558094625,Pass,Low Risk
346,Wealth Management,2023-01-15 09:00:00,Insurance,42.54933344480754,83.42863233614571,Pass,Low Risk
347,Wealth Management,2023-01-15 10:00:00,Insurance,34.59349925469629,83.93349783362824,Pass,Low Risk
348,Investment Banking,2023-01-15 11:00:00,Insurance,37.10387629846027,68.09599954189325,Pass,Medium Risk
349,Investment Banking,2023-01-15 12:00:00,Mortgage,98.76495637360578,79.68303956042692,Pass,Medium Risk
350,Wealth Management,2023-01-15 13:00:00,Loan,4.010919141248248,50.50655920138717,Pass,High Risk
351,Investment Banking,2023-01-15 14:00:00,Mortgage,86.70314961224486,81.80480232047711,Pass,Low Risk
352,Retail,2023-01-15 15:00:00,Mortgage,57.86754085723934,95.66434737881184,Pass,Low Risk
353,Retail,2023-01-15 16:00:00,Insurance,43.86154191895905,80.62867341724096,Fail,Low Risk
354,Investment Banking,2023-01-15 17:00:00,Investment,72.52576604151365,93.68492967331724,Pass,Low Risk
355,Investment Banking,2023-01-15 18:00:00,Investment,48.666894142470284,86.19865277330469,Pass,Low Risk
356,Wealth Management,2023-01-15 19:00:00,Mortgage,87.34232380816606,56.02792082018451,Pass,High Risk
357,Corporate,2023-01-15 20:00:00,Mortgage,90.07018640112585,95.12266536429209,Pass,Low Risk
358,Investment Banking,2023-01-15 21:00:00,Insurance,42.17209268734554,53.322192217788746,Pass,High Risk
359,Retail,2023-01-15 22:00:00,Mortgage,27.682779723505156,76.6983736273882,Fail,Medium Risk
360,Wealth Management,2023-01-15 23:00:00,Insurance,59.23503285933622,57.10685618967288,Pass,High Risk
361,Investment Banking,2023-01-16 00:00:00,Investment,91.2363345616691,50.5853305365452,Fail,High Risk
362,Retail,2023-01-16 01:00:00,Investment,21.066218900566657,71.10171300638194,Pass,Medium Risk
363,Retail,2023-01-16 02:00:00,Loan,62.296658356348274,64.75203538270782,Pass,Medium Risk
364,Corporate,2023-01-16 03:00:00,Investment,63.156022009252055,74.30002468988015,Pass,Medium Risk
365,Wealth Management,2023-01-16 04:00:00,Mortgage,73.3113022415281,78.85999433672754,Fail,Medium Risk
366,Wealth Management,2023-01-16 05:00:00,Investment,13.15676851272598,52.186953615447365,Pass,High Risk
367,Corporate,2023-01-16 06:00:00,Insurance,71.58249646820886,56.15016475618728,Pass,High Risk
368,Corporate,2023-01-16 07:00:00,Investment,90.9032520665641,77.93211982252127,Pass,Medium Risk
369,Wealth Management,2023-01-16 08:00:00,Loan,17.968310887024195,67.15836765863291,Pass,Medium Risk
370,Wealth Management,2023-01-16 09:00:00,Investment,23.754332492387764,86.45867437747239,Pass,Low Risk
371,Investment Banking,2023-01-16 10:00:00,Insurance,97.13950940416396,82.614582429597,Pass,Low Risk
372,Investment Banking,2023-01-16 11:00:00,Insurance,18.097695270948975,92.28021814949534,Pass,Low Risk
373,Corporate,2023-01-16 12:00:00,Mortgage,85.4385093369579,84.62464133346126,Pass,Low Risk
374,Investment Banking,2023-01-16 13:00:00,Investment,49.227785644803475,71.49655386950741,Pass,Medium Risk
375,Retail,2023-01-16 14:00:00,Insurance,24.723107440317705,83.64833111972162,Fail,Low Risk
376,Investment Banking,2023-01-16 15:00:00,Loan,87.07499012725114,63.76905871277093,Fail,Medium Risk
377,Investment Banking,2023-01-16 16:00:00,Mortgage,44.53052550026655,65.31567493891063,Fail,Medium Risk
378,Retail,2023-01-16 17:00:00,Loan,51.48173539296902,89.44925799603966,Pass,Low Risk
379,Corporate,2023-01-16 18:00:00,Investment,35.92333693997657,72.32097582007911,Pass,Medium Risk
380,Retail,2023-01-16 19:00:00,Investment,59.29508514349274,89.91901702591763,Pass,Low Risk
381,Investment Banking,2023-01-16 20:00:00,Investment,16.352387258502276,91.12111868341393,Pass,Low Risk
382,Corporate,2023-01-16 21:00:00,Mortgage,39.10815366517607,92.8781168830642,Pass,Low Risk
383,Investment Banking,2023-01-16 22:00:00,Insurance,96.94123223352875,95.83176179206036,Pass,Low Risk
384,Retail,2023-01-16 23:00:00,Mortgage,25.813343270112753,71.5492610256648,Pass,Medium Risk
385,Retail,2023-01-17 00:00:00,Loan,65.67366645412922,65.94334091605694,Pass,Medium Risk
386,Investment Banking,2023-01-17 01:00:00,Mortgage,32.51900642246949,79.1099373297057,Fail,Medium Risk
387,Wealth Management,2023-01-17 02:00:00,Loan,77.34731256866006,68.55862117188138,Pass,Medium Risk
388,Wealth Management,2023-01-17 03:00:00,Mortgage,13.087366071834982,80.05370834001165,Pass,Low Risk
389,Retail,2023-01-17 04:00:00,Insurance,96.98210450785447,85.27929313219123,Pass,Low Risk
390,Retail,2023-01-17 05:00:00,Loan,45.37895413836392,84.42025092460685,Pass,Low Risk
391,Wealth Management,2023-01-17 06:00:00,Investment,23.605046334646396,68.72764435100606,Pass,Medium Risk
392,Wealth Management,2023-01-17 07:00:00,Investment,7.349674733001265,58.34301008493764,Fail,High Risk
393,Investment Banking,2023-01-17 08:00:00,Mortgage,16.975790508754073,71.52646692311038,Fail,Medium Risk
394,Investment Banking,2023-01-17 09:00:00,Investment,51.977394855601766,57.12970720409544,Pass,High Risk
395,Wealth Management,2023-01-17 10:00:00,Loan,33.70031764312863,94.50485175919042,Fail,Low Risk
396,Investment Banking,2023-01-17 11:00:00,Investment,82.88833658826094,67.29387303689288,Fail,Medium Risk
397,Investment Banking,2023-01-17 12:00:00,Insurance,43.08875236618059,57.72298736116619,Fail,High Risk
398,Corporate,2023-01-17 13:00:00,Insurance,24.871427258762992,51.272387995287545,Fail,High Risk
399,Investment Banking,2023-01-17 14:00:00,Mortgage,61.714498660403,82.29111931432422,Pass,Low Risk
400,Retail,2023-01-17 15:00:00,Loan,70.67772168854458,81.84511587273715,Pass,Low Risk
401,Investment Banking,2023-01-17 16:00:00,Insurance,16.704190790094987,67.03020832906458,Pass,Medium Risk
402,Investment Banking,2023-01-17 17:00:00,Insurance,16.761921628831765,53.58559444238255,Pass,High Risk
403,Wealth Management,2023-01-17 18:00:00,Loan,3.667142693354297,70.4814447447616,Fail,Medium Risk
404,Retail,2023-01-17 19:00:00,Investment,73.64020150656405,65.56087475316968,Pass,Medium Risk
405,Investment Banking,2023-01-17 20:00:00,Investment,66.38045276218051,83.85603198675047,Pass,Low Risk
406,Investment Banking,2023-01-17 21:00:00,Mortgage,47.46308757498139,80.28896247263452,Fail,Low Risk
407,Corporate,2023-01-17 22:00:00,Investment,84.41704489691972,68.229686409877,Fail,Medium Risk
408,Investment Banking,2023-01-17 23:00:00,Loan,80.56701529500532,60.894627712749504,Fail,Medium Risk
409,Investment Banking,2023-01-18 00:00:00,Insurance,58.535436439675216,99.40179830777959,Pass,Low Risk
410,Corporate,2023-01-18 01:00:00,Investment,86.82712805132586,72.70008105980574,Pass,Medium Risk
411,Wealth Management,2023-01-18 02:00:00,Mortgage,20.584121003676824,84.41371178901186,Pass,Low Risk
412,Investment Banking,2023-01-18 03:00:00,Investment,11.191961939772789,57.02764837891804,Pass,High Risk
413,Corporate,2023-01-18 04:00:00,Loan,26.974961151698963,74.27948498296989,Pass,Medium Risk
414,Retail,2023-01-18 05:00:00,Mortgage,5.708685608931486,51.37683599347327,Pass,High Risk
415,Wealth Management,2023-01-18 06:00:00,Investment,53.1169528001032,75.2727558955225,Fail,Medium Risk
416,Retail,2023-01-18 07:00:00,Mortgage,93.66056922949615,98.20087035588512,Pass,Low Risk
417,Retail,2023-01-18 08:00:00,Loan,3.9343540668509647,69.21033564929002,Pass,Medium Risk
418,Corporate,2023-01-18 09:00:00,Insurance,12.21099140100268,51.94980062874558,Pass,High Risk
419,Investment Banking,2023-01-18 10:00:00,Loan,45.21990282834353,51.54778954596718,Pass,High Risk
420,Corporate,2023-01-18 11:00:00,Loan,93.38750175279048,69.39933799734348,Pass,Medium Risk
421,Corporate,2023-01-18 12:00:00,Loan,31.61561049767505,58.001246823159704,Fail,High Risk
422,Corporate,2023-01-18 13:00:00,Loan,50.723480868839246,51.167604816409295,Pass,High Risk
423,Corporate,2023-01-18 14:00:00,Insurance,4.15728590503921,87.81068069750884,Fail,Low Risk
424,Wealth Management,2023-01-18 15:00:00,Insurance,14.834320096208886,72.92615044409453,Pass,Medium Risk
425,Investment Banking,2023-01-18 16:00:00,Mortgage,98.66301229588468,64.46223859863272,Fail,Medium Risk
426,Retail,2023-01-18 17:00:00,Investment,96.51186964360456,95.00415915082404,Pass,Low Risk
427,Retail,2023-01-18 18:00:00,Insurance,0.49399809344096157,55.80694801002628,Pass,High Risk
428,Investment Banking,2023-01-18 19:00:00,Insurance,95.18117854232389,97.79594144776595,Pass,Low Risk
429,Retail,2023-01-18 20:00:00,Investment,63.91199378155004,65.69833586886764,Fail,Medium Risk
430,Investment Banking,2023-01-18 21:00:00,Insurance,86.79182945200222,94.42018361543407,Pass,Low Risk
431,Retail,2023-01-18 22:00:00,Loan,45.47398556338591,80.14714382397308,Pass,Low Risk
432,Corporate,2023-01-18 23:00:00,Loan,51.55960285792502,91.33536798707436,Fail,Low Risk
433,Retail,2023-01-19 00:00:00,Investment,48.88465802569202,99.2006581605232,Fail,Low Risk
434,Investment Banking,2023-01-19 01:00:00,Mortgage,66.68642575461044,64.42027189093729,Pass,Medium Risk
435,Investment Banking,2023-01-19 02:00:00,Mortgage,13.96512547563129,98.05677427037965,Pass,Low Risk
436,Investment Banking,2023-01-19 03:00:00,Investment,2.9973589872677953,69.47409474512102,Pass,Medium Risk
437,Investment Banking,2023-01-19 04:00:00,Investment,30.79299415911909,69.27559523684612,Pass,Medium Risk
438,Investment Banking,2023-01-19 05:00:00,Loan,70.46807627366466,67.01935521272529,Pass,Medium Risk
439,Wealth Management,2023-01-19 06:00:00,Mortgage,20.185345212294838,77.07038036737926,Fail,Medium Risk
440,Wealth Management,2023-01-19 07:00:00,Insurance,67.34324333249174,57.707252158924355,Fail,High Risk
441,Retail,2023-01-19 08:00:00,Loan,96.99120461072704,77.68557426790056,Pass,Medium Risk
442,Investment Banking,2023-01-19 09:00:00,Investment,9.39007157894184,77.0852406205002,Pass,Medium Risk
443,Retail,2023-01-19 10:00:00,Mortgage,67.26021182251263,88.0950906302435,Pass,Low Risk
444,Investment Banking,2023-01-19 11:00:00,Insurance,44.375021930457116,91.68249809687927,Fail,Low Risk
445,Investment Banking,2023-01-19 12:00:00,Insurance,86.81422543775054,72.0220675156212,Fail,Medium Risk
446,Wealth Management,2023-01-19 13:00:00,Loan,17.71497894473859,65.11666246757468,Pass,Medium Risk
447,Wealth Management,2023-01-19 14:00:00,Mortgage,69.26259522261645,62.96674486585472,Fail,Medium Risk
448,Corporate,2023-01-19 15:00:00,Mortgage,83.81152896481102,59.73119183524359,Pass,High Risk
449,Wealth Management,2023-01-19 16:00:00,Investment,94.46142194740233,52.882379109951245,Pass,High Risk
450,Corporate,2023-01-19 17:00:00,Mortgage,68.32480282896458,67.12239894173567,Pass,Medium Risk
451,Corporate,2023-01-19 18:00:00,Mortgage,49.71747640084273,63.512384606539165,Pass,Medium Risk
452,Corporate,2023-01-19 19:00:00,Loan,61.78472402012139,98.32086929332037,Pass,Low Risk
453,Corporate,2023-01-19 20:00:00,Mortgage,86.89049844787182,77.8854413125022,Pass,Medium Risk
454,Corporate,2023-01-19 21:00:00,Insurance,57.060974663882966,67.36385195152538,Pass,Medium Risk
455,Retail,2023-01-19 22:00:00,Loan,3.038705969683686,79.0233800496848,Fail,Medium Risk
456,Wealth Management,2023-01-19 23:00:00,Loan,93.09486955069778,56.95983506728477,Pass,High Risk
457,Corporate,2023-01-20 00:00:00,Investment,68.95267510315611,72.20218746011014,Pass,Medium Risk
458,Investment Banking,2023-01-20 01:00:00,Mortgage,67.65133857772466,81.31171607105318,Pass,Low Risk
459,Wealth Management,2023-01-20 02:00:00,Investment,21.567515239771716,74.44489158962257,Pass,Medium Risk
460,Wealth Management,2023-01-20 03:00:00,Insurance,65.88854702326572,70.08894003271621,Pass,Medium Risk
461,Corporate,2023-01-20 04:00:00,Loan,39.386440565415846,99.6924194449849,Pass,Low Risk
462,Retail,2023-01-20 05:00:00,Loan,65.12329770414921,94.01573810744635,Pass,Low Risk
463,Corporate,2023-01-20 06:00:00,Loan,10.659303030799073,81.17029790797201,Pass,Low Risk
464,Retail,2023-01-20 07:00:00,Insurance,65.7845304603036,78.46886805911414,Pass,Medium Risk
465,Investment Banking,2023-01-20 08:00:00,Insurance,99.94137257706666,81.0330239912292,Pass,Low Risk
466,Wealth Management,2023-01-20 09:00:00,Investment,4.821203886055603,60.065605391121665,Pass,Medium Risk
467,Investment Banking,2023-01-20 10:00:00,Investment,97.71741842213173,69.75688716321594,Pass,Medium Risk
468,Retail,2023-01-20 11:00:00,Investment,40.690796072287064,51.972976644544964,Pass,High Risk
469,Retail,2023-01-20 12:00:00,Mortgage,87.07534503372591,73.77730187434133,Fail,Medium Risk
470,Investment Banking,2023-01-20 13:00:00,Loan,78.23854840582734,77.15122919788315,Pass,Medium Risk
471,Retail,2023-01-20 14:00:00,Loan,56.70162609866678,61.38748680516048,Pass,Medium Risk
472,Investment Banking,2023-01-20 15:00:00,Investment,73.84492092513266,98.20144235827568,Fail,Low Risk
473,Wealth Management,2023-01-20 16:00:00,Loan,87.8515561301348,95.4727305468621,Pass,Low Risk
474,Investment Banking,2023-01-20 17:00:00,Investment,40.4140321651033,86.1071617727953,Pass,Low Risk
475,Wealth Management,2023-01-20 18:00:00,Mortgage,32.70331615632387,76.66933143826813,Fail,Medium Risk
476,Investment Banking,2023-01-20 19:00:00,Mortgage,66.75933855635847,93.49845798238425,Fail,Low Risk
477,Retail,2023-01-20 20:00:00,Insurance,80.78459419412586,56.532617191173145,Fail,High Risk
478,Investment Banking,2023-01-20 21:00:00,Mortgage,76.22851347766158,89.52548971374425,Pass,Low Risk
479,Retail,2023-01-20 22:00:00,Investment,79.78136488586345,56.24104069834242,Pass,High Risk
480,Investment Banking,2023-01-20 23:00:00,Mortgage,43.5583314812933,89.71053312747027,Pass,Low Risk
481,Investment Banking,2023-01-21 00:00:00,Insurance,81.78342161750216,63.78837841256785,Pass,Medium Risk
482,Corporate,2023-01-21 01:00:00,Loan,12.020905537060845,93.85452905090945,Pass,Low Risk
483,Retail,2023-01-21 02:00:00,Investment,54.448909796084955,97.2021046912699,Pass,Low Risk
484,Corporate,2023-01-21 03:00:00,Loan,0.575866049812157,57.43979847025578,Fail,High Risk
485,Retail,2023-01-21 04:00:00,Insurance,32.45858299002703,73.13378025326968,Pass,Medium Risk
486,Corporate,2023-01-21 05:00:00,Insurance,36.646153487139784,99.04936890813426,Pass,Low Risk
487,Wealth Management,2023-01-21 06:00:00,Insurance,39.61726916092554,74.17037179865733,Pass,Medium Risk
488,Investment Banking,2023-01-21 07:00:00,Loan,69.54672066898621,93.17737612572725,Pass,Low Risk
489,Retail,2023-01-21 08:00:00,Loan,38.85581012703457,79.436576106566,Pass,Medium Risk
490,Retail,2023-01-21 09:00:00,Loan,44.86936226225306,68.76649539598009,Pass,Medium Risk
491,Investment Banking,2023-01-21 10:00:00,Loan,23.754413087432745,64.28917777629351,Pass,Medium Risk
492,Retail,2023-01-21 11:00:00,Insurance,37.325179162934006,60.16115455430436,Pass,Medium Risk
493,Retail,2023-01-21 12:00:00,Insurance,22.726962726315147,88.08990956888486,Fail,Low Risk
494,Corporate,2023-01-21 13:00:00,Investment,7.319592376844364,69.3270253411514,Fail,Medium Risk
495,Retail,2023-01-21 14:00:00,Investment,60.34485933813779,75.56377311003756,Pass,Medium Risk
496,Wealth Management,2023-01-21 15:00:00,Loan,66.82127985550163,74.6162740000591,Pass,Medium Risk
497,Wealth Management,2023-01-21 16:00:00,Mortgage,61.94903460096145,78.86395146165657,Fail,Medium Risk
498,Investment Banking,2023-01-21 17:00:00,Mortgage,46.34940438005724,93.2788572812276,Fail,Low Risk
499,Retail,2023-01-21 18:00:00,Insurance,37.978578017922985,99.03696717917147,Pass,Low Risk
500,Investment Banking,2023-01-21 19:00:00,Insurance,86.33336495718252,70.37921042869084,Pass,Medium Risk
501,Wealth Management,2023-01-21 20:00:00,Insurance,51.908178513621806,91.37594610531515,Pass,Low Risk
502,Retail,2023-01-21 21:00:00,Investment,47.9181877629731,88.22638973273588,Fail,Low Risk
503,Retail,2023-01-21 22:00:00,Investment,2.5642065806435688,78.67644757277867,Fail,Medium Risk
504,Investment Banking,2023-01-21 23:00:00,Insurance,34.12478276261564,97.80235718059666,Pass,Low Risk
505,Wealth Management,2023-01-22 00:00:00,Insurance,38.019561878585705,60.023725776420136,Fail,Medium Risk
506,Retail,2023-01-22 01:00:00,Insurance,39.88227808969005,55.46321051548107,Pass,High Risk
507,Investment Banking,2023-01-22 02:00:00,Mortgage,58.017236922733225,92.69809834777111,Fail,Low Risk
508,Wealth Management,2023-01-22 03:00:00,Investment,53.360254672687844,71.95749083168741,Pass,Medium Risk
509,Investment Banking,2023-01-22 04:00:00,Mortgage,60.79050927934446,92.34844271035303,Fail,Low Risk
510,Corporate,2023-01-22 05:00:00,Mortgage,76.48832615421283,94.65451025977075,Pass,Low Risk
511,Retail,2023-01-22 06:00:00,Insurance,81.29857387160935,53.122879680953574,Pass,High Risk
512,Corporate,2023-01-22 07:00:00,Insurance,71.81230762264944,94.17323814930303,Pass,Low Risk
513,Wealth Management,2023-01-22 08:00:00,Loan,95.55236959549347,72.4159527684711,Fail,Medium Risk
514,Corporate,2023-01-22 09:00:00,Loan,1.823258267636163,75.52162445021162,Fail,Medium Risk
515,Corporate,2023-01-22 10:00:00,Mortgage,19.57779856835461,81.32962555466051,Fail,Low Risk
516,Wealth Management,2023-01-22 11:00:00,Investment,0.756287497814212,96.31913033650434,Fail,Low Risk
517,Investment Banking,2023-01-22 12:00:00,Insurance,64.7474714154603,50.9558047214882,Pass,High Risk
518,Corporate,2023-01-22 13:00:00,Insurance,89.8030548949987,73.84217341589085,Pass,Medium Risk
519,Investment Banking,2023-01-22 14:00:00,Mortgage,24.34822965762993,84.38610212152804,Pass,Low Risk
520,Corporate,2023-01-22 15:00:00,Loan,92.70345447963066,86.13534788491143,Pass,Low Risk
521,Investment Banking,2023-01-22 16:00:00,Investment,6.026739028956085,84.6266215768554,Pass,Low Risk
522,Wealth Management,2023-01-22 17:00:00,Loan,93.44360268055144,56.72175647040609,Pass,High Risk
523,Corporate,2023-01-22 18:00:00,Loan,35.16226872396344,64.96977941858407,Pass,Medium Risk
524,Wealth Management,2023-01-22 19:00:00,Loan,10.142082844921651,67.93577627085068,Pass,Medium Risk
525,Corporate,2023-01-22 20:00:00,Loan,48.58717591863256,90.22186038397524,Pass,Low Risk
526,Wealth Management,2023-01-22 21:00:00,Insurance,25.677656772050796,63.93799362072765,Pass,Medium Risk
527,Wealth Management,2023-01-22 22:00:00,Insurance,28.487290196192284,60.53524819336016,Fail,Medium Risk
528,Corporate,2023-01-22 23:00:00,Loan,30.728996492628657,97.87240095190481,Fail,Low Risk
529,Corporate,2023-01-23 00:00:00,Investment,80.30258978326634,50.443164255673445,Fail,High Risk
530,Corporate,2023-01-23 01:00:00,Mortgage,53.91612766752545,99.89104278409891,Pass,Low Risk
531,Retail,2023-01-23 02:00:00,Investment,31.130769915600364,83.84106494286978,Pass,Low Risk
532,Investment Banking,2023-01-23 03:00:00,Investment,61.03337833109184,91.42346497245586,Fail,Low Risk
533,Retail,2023-01-23 04:00:00,Investment,71.61506742231936,64.73096981730966,Pass,Medium Risk
534,Retail,2023-01-23 05:00:00,Loan,27.262400073353376,50.715763883353,Pass,High Risk
535,Wealth Management,2023-01-23 06:00:00,Insurance,41.354910152535155,86.8934759280765,Pass,Low Risk
536,Corporate,2023-01-23 07:00:00,Investment,12.188609333694755,91.7072298500338,Pass,Low Risk
537,Investment Banking,2023-01-23 08:00:00,Loan,18.11493495346803,87.02380659767596,Pass,Low Risk
538,Wealth Management,2023-01-23 09:00:00,Investment,68.11178539649828,57.14251436504193,Pass,High Risk
